,Lon,Lat,City nbr,City,wind,temp,humidity,clouds
1709,39.6510747282328,22.26722372446453,1709.0,mecca,4.7,102.2,27.0,0.0
1718,35.43532095503471,-15.594000165021882,1718.0,zomba,3.87,77.8,58.0,76.0
1721,151.21846621865507,-21.620086654476623,1721.0,yeppoon,6.93,69.8,83.0,92.0
1722,127.19272767767615,11.962373817420001,1722.0,hernani,14.99,79.27,30.0,0.0
1729,-21.564053546228365,46.54533185159792,1729.0,praia da vitoria,13.27,66.2,77.0,20.0
1733,2.9750616315697584,41.89899537143407,1733.0,sant feliu de guixols,14.99,73.4,40.0,20.0
1735,126.17297159716759,42.35940624213609,1735.0,huinan,8.75,48.73,100.0,92.0
1736,138.82699812721103,-5.421873711461998,1736.0,kiunga,2.04,73.57,99.0,92.0
1738,32.07249495921985,-6.546119491970643,1738.0,inyonga,3.27,72.04,89.0,56.0
1740,96.80177820829078,33.15420541285248,1740.0,tezu,1.59,59.08,98.0,100.0
1744,104.43010657309435,15.975245345654386,1744.0,amnat charoen,2.48,77.71,91.0,20.0
1745,41.87763794420292,5.775687140198258,1745.0,ginir,2.71,69.16,85.0,0.0
1747,113.31200481308196,38.81350983009955,1747.0,yuanping,2.98,55.03,100.0,92.0
1752,-87.33552605778338,32.3676458071421,1752.0,selma,3.09,50.58,82.0,1.0
1754,156.81057448854824,-16.580866751396186,1754.0,honiara,2.24,75.2,100.0,20.0
1763,40.22460182827214,-1.4400701895344667,1763.0,witu,14.34,85.81,64.0,12.0
1766,-39.590233032892684,-18.113345742286512,1766.0,mucuri,8.3,80.59,76.0,24.0
1767,38.1157578320846,-25.48430505051499,1767.0,inhambane,10.76,77.71,88.0,64.0
1773,126.61020238717407,-22.59712427674023,1773.0,yulara,4.7,77.0,22.0,0.0
1782,-42.237599303914465,-0.7303555406412698,1782.0,tutoia,10.29,87.8,70.0,20.0
1783,-28.423132695277275,-17.826129222776288,1783.0,belmonte,4.05,62.41,71.0,92.0
1792,-104.06716826332674,29.505464483392416,1792.0,ojinaga,10.87,65.47,14.0,0.0
1803,114.12892883414321,26.435720634867366,1803.0,jian,5.84,74.47,81.0,0.0
1804,1.54338212336188,72.11443349535247,1804.0,roald,18.34,47.84,81.0,75.0
1807,87.23342137888079,61.61988248379177,1807.0,belyy yar,6.71,51.8,32.0,0.0
1812,17.833901282160383,26.96209211916721,1812.0,waddan,12.88,85.0,21.0,0.0
1813,132.09022213379205,18.266770476824078,1813.0,gigmoto,7.29,81.04,100.0,92.0
1814,77.41580697358597,19.766390688051587,1814.0,kalamnuri,6.51,87.34,28.0,8.0
1819,-84.28611633468861,-8.334833343955523,1819.0,sechura,4.38,74.74,69.0,0.0
1822,43.793203142928405,57.27562258531327,1822.0,kovernino,16.28,47.47,94.0,92.0
1835,2.8939594958281987,42.831642327704856,1835.0,saint-esteve,11.41,71.6,53.0,0.0
1838,-72.08936137042035,37.89187654032325,1838.0,brigantine,8.05,49.24,40.0,1.0
1840,110.84090815042686,-0.9552954208918152,1840.0,pontianak,1.52,80.23,96.0,92.0
1842,113.31170032924109,3.418678503598059,1842.0,bintulu,3.36,78.8,94.0,75.0
1845,134.02307861545194,-26.777001502887096,1845.0,alice springs,10.54,68.0,34.0,0.0
1851,54.5512723120375,-12.764399904856617,1851.0,sambava,13.82,80.5,100.0,76.0
1852,-2.8360625227875857,37.864826575477,1852.0,huescar,8.08,66.91,41.0,48.0
1862,93.95373176633302,36.11915691266738,1862.0,yumen,7.52,56.56,30.0,88.0
1874,-62.24081837315936,10.317215948058063,1874.0,point fortin,16.11,84.2,70.0,40.0
1880,94.81453245908313,53.8700868436288,1880.0,aginskoye,6.78,37.66,57.0,12.0
1886,36.9736750207006,36.01918501350333,1886.0,aleppo,5.55,62.14,67.0,76.0
1893,10.314831879689024,18.36196848754338,1893.0,bilma,4.72,104.89,11.0,0.0
1899,60.655992780789546,61.63766718935662,1899.0,polunochnoye,5.5,28.12,43.0,56.0
1907,23.17737311464097,33.6475921830598,1907.0,darnah,10.31,64.03,100.0,0.0
1909,-159.83112634560354,15.645452327255512,1909.0,ewa beach,8.05,70.7,77.0,1.0
1912,-128.6678090234035,43.84550638479723,1912.0,north bend,8.05,46.17,93.0,90.0
1916,-5.049053824933651,37.13472167737754,1916.0,osuna,10.29,68.0,64.0,20.0
1930,49.936841887477044,19.450805415534987,1930.0,salalah,11.41,87.8,58.0,0.0
1938,144.2455002764051,-11.555256058396665,1938.0,daru,7.78,88.33,67.0,0.0
1940,-156.9760570771222,23.544996300694535,1940.0,ahuimanu,6.93,70.68,78.0,1.0
1941,40.719781759442554,59.97074178579473,1941.0,syamzha,23.22,33.43,92.0,92.0
1949,-67.37774921461467,6.278577248235976,1949.0,puerto carreno,3.83,79.69,81.0,20.0
1959,147.15310008346376,-30.185617433173135,1959.0,dubbo,12.75,62.6,72.0,8.0
1960,37.58611679301026,-14.629214877373073,1960.0,cuamba,7.52,74.74,79.0,0.0
1963,34.46598612371764,66.0800002417819,1963.0,umba,5.06,29.29,83.0,36.0
1965,-77.77015567283948,34.57363401325223,1965.0,jacksonville,9.17,67.51,93.0,90.0
1975,5.484309518234625,14.929468661025467,1975.0,tahoua,11.41,105.8,14.0,0.0
1981,70.29094182041771,3.6012546769659792,1981.0,mahibadhoo,9.91,83.47,100.0,92.0
1984,22.549875382357612,60.81597315382251,1984.0,sakyla,18.34,47.3,65.0,88.0
1987,92.43540294100882,52.52518201028053,1987.0,yermakovskoye,5.5,42.79,57.0,0.0
1991,-33.07345641934663,-7.251534318340617,1991.0,pitimbu,12.75,82.4,65.0,75.0
1992,33.20004096014068,-14.869059093048762,1992.0,lilongwe,8.01,76.09,53.0,88.0
1997,-27.747268396026897,-20.96046176215178,1997.0,caravelas,8.12,78.16,100.0,0.0
